id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,mat3,slo3,ang3,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,ponavljanje,passed_year3,year3_overall
8694,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8695,3,5,3,4,3,2,3,3,3,3,3,3,3,1,0,0,0,28,0,0,False,True,3.02
8696,3,4,2,2,3,2,3,3,3,3,2,4,3,0,0,0,0,21,0,0,True,True,3.0
8697,3,3,3,3,4,3,5,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
8698,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
8699,5,4,4,5,4,5,5,5,5,5,5,5,5,8,7,0,0,0,0,0,False,True,5.0
8700,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,75,4,0,False,True,2.08
8701,5,5,4,5,4,4,5,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
8702,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,57,1,0,False,True,2.1
8703,5,4,5,5,5,5,5,5,5,5,5,5,5,7,4,0,0,1,0,0,False,True,5.0
8704,5,5,5,5,4,4,5,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8705,5,4,5,5,4,5,5,4,5,5,4,5,5,4,4,0,0,3,0,0,False,True,4.7
8706,3,5,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,54,3,0,True,True,2.08
8707,3,3,3,3,4,2,2,4,3,3,4,3,3,0,0,0,0,18,0,0,False,True,3.3
8708,5,4,4,4,4,5,4,4,5,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8709,5,4,5,5,5,5,5,5,5,5,5,5,5,9,4,4,0,0,0,0,False,True,5.0
8710,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
8711,5,5,4,4,4,5,5,5,5,5,5,5,5,8,5,0,0,0,0,0,False,True,5.0
8712,4,3,4,4,4,4,3,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
8713,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,57,2,0,True,True,2.09
8714,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
8715,5,5,5,5,5,4,5,5,5,5,5,5,5,9,7,4,0,0,0,0,False,True,5.0
8716,2,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,53,3,0,False,True,2.08
8718,3,4,2,3,4,3,4,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8719,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8720,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,52,2,0,False,True,2.09
8721,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,53,3,0,True,True,2.08
8722,3,3,3,3,5,5,2,4,4,3,4,4,3,1,0,0,0,11,0,0,False,True,3.62
8723,5,5,4,5,5,5,5,5,5,5,5,5,5,8,6,0,0,0,0,0,False,True,5.0
8724,3,2,3,3,3,2,3,3,3,3,2,3,3,0,0,0,0,25,0,0,False,True,2.7
8725,3,5,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,68,1,0,False,True,2.1
8726,3,2,3,3,3,2,2,3,2,2,2,2,2,0,0,0,0,71,4,0,False,True,2.08
8727,3,4,4,4,3,3,3,3,2,3,3,3,3,0,0,0,0,17,2,0,False,True,2.99
8728,4,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,74,2,0,False,True,2.09
8729,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,18,1,0,True,True,2.69
8730,4,4,4,4,4,2,3,4,3,3,4,3,3,0,0,0,0,25,0,0,False,True,3.3
8731,4,4,4,3,4,5,2,4,4,3,4,4,3,0,0,0,0,10,0,0,False,True,3.6
8732,3,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,64,3,0,False,True,2.08
8733,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8734,4,3,4,4,2,4,4,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8735,3,3,2,3,5,2,3,3,2,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
8736,4,5,5,4,4,4,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8737,4,4,5,5,4,4,3,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8738,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8739,3,3,3,2,2,4,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8740,3,4,3,3,3,2,3,3,3,2,3,3,2,0,0,0,0,24,1,0,False,True,2.69
8741,3,3,3,3,4,2,2,3,2,3,3,2,3,0,0,0,0,32,0,0,True,True,2.7
8742,5,5,4,4,4,4,5,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8743,3,2,3,3,2,3,4,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
8744,3,2,3,2,3,3,2,3,3,3,3,3,3,0,0,0,0,34,3,0,False,True,2.99
8746,3,4,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8747,5,5,5,5,5,5,4,5,5,5,5,4,5,8,6,0,0,1,0,0,True,True,4.7
8748,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,54,5,0,False,True,2.08
8749,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8750,4,4,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,30,0,0,False,True,3.02
8751,3,5,4,4,4,3,3,3,2,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
8752,3,5,3,3,4,2,3,3,2,3,3,2,3,1,0,0,0,27,2,0,False,True,2.71
8753,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,54,0,0,False,True,2.1
8754,3,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,64,4,0,False,True,2.08
8755,5,4,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8756,5,4,5,5,5,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
8757,4,2,3,3,3,2,3,3,2,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
8758,4,4,4,5,4,3,4,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
8759,3,3,4,4,3,2,3,3,3,3,3,3,3,1,1,0,0,17,0,0,False,True,3.05
8760,4,4,3,4,3,3,4,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
8761,5,5,4,3,4,5,4,4,5,4,4,4,4,1,0,0,0,9,0,0,False,True,3.92
8762,3,2,3,3,2,4,3,2,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3.0
8763,5,4,5,4,4,5,4,4,5,4,4,5,4,2,1,0,0,3,0,0,False,True,4.27
8764,2,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,73,3,0,False,True,2.08
8765,2,2,2,2,2,2,2,3,2,2,3,2,2,0,0,0,0,69,6,0,True,True,2.37
8767,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,62,1,0,False,True,2.1
8768,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
8769,3,2,3,4,2,5,4,3,4,4,3,4,4,0,0,0,0,18,0,0,False,True,3.6
8770,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,55,3,0,False,True,2.08
8771,4,4,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
8772,4,3,3,4,3,3,3,3,3,3,3,3,3,1,0,0,0,31,2,0,False,True,3.01
8773,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8774,3,3,2,2,3,2,2,3,2,2,2,2,2,0,0,0,0,62,1,0,True,True,2.1
8775,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8776,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,62,1,0,False,True,2.1
8777,3,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
8778,4,3,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8779,4,3,3,4,2,4,2,3,4,3,3,4,3,1,1,0,0,5,0,0,False,True,3.35
8780,4,4,3,3,4,4,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8781,3,4,4,4,3,3,3,3,3,3,3,3,2,0,0,0,0,19,1,0,True,True,2.69
8782,4,5,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8783,4,5,5,4,5,3,3,5,4,4,4,4,4,1,1,0,0,5,0,0,True,True,3.95
8784,4,5,4,4,3,3,3,3,3,3,3,2,3,0,0,0,0,29,2,0,True,True,2.69
8785,5,4,4,5,4,4,5,4,4,5,4,4,4,1,1,0,0,2,0,0,False,True,3.95
8786,4,4,4,5,5,3,3,4,4,4,4,4,4,0,0,0,0,12,0,0,False,True,3.9
8787,4,3,3,3,4,3,4,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
8788,4,3,5,4,2,4,3,2,3,3,2,3,3,0,0,0,0,22,0,0,False,True,2.7
8789,3,3,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
8791,3,2,2,2,3,3,2,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8792,4,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
8793,5,4,5,5,4,5,5,5,5,5,5,5,5,9,3,3,0,0,0,0,False,True,5.0
8794,5,5,5,5,5,4,5,5,5,5,5,5,5,9,5,4,2,0,0,0,False,True,5.0
8795,5,5,4,5,4,4,5,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
8796,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,69,5,0,False,True,2.08
8797,3,4,4,4,3,3,2,3,4,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8798,3,4,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,16,1,0,True,True,3.0
8799,5,5,4,4,5,5,4,5,5,5,5,5,5,9,5,3,1,0,0,0,False,True,5.0
8800,5,5,5,5,4,5,5,5,5,5,5,5,5,6,6,0,0,0,0,0,False,True,5.0
8801,5,5,4,5,5,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8802,4,5,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,13,0,0,False,True,3.9
8803,4,4,4,5,4,3,4,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
8804,4,3,4,3,2,4,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8805,3,2,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
8806,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,0,0,1,0,0,False,True,4.97
8807,5,5,5,4,5,5,4,5,5,5,5,5,5,8,7,5,4,0,0,0,False,True,5.0
8808,3,2,2,3,2,3,3,3,3,3,3,3,3,0,0,0,0,29,3,0,False,True,2.99
8809,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,False,True,4.99
8810,4,4,4,4,3,5,3,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
8811,3,5,3,3,4,3,2,3,3,2,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8812,4,4,4,5,3,3,4,3,3,3,3,3,3,1,0,0,0,20,0,0,False,True,3.02
8813,3,3,3,4,3,2,4,3,2,3,3,3,3,0,0,0,0,23,2,0,False,True,2.99
8814,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
8815,3,4,4,3,3,3,4,3,3,4,3,3,3,0,0,0,0,20,1,0,False,True,3.0
8816,4,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8817,5,4,4,4,4,4,4,4,4,4,4,4,4,6,1,0,0,2,0,0,False,True,4.05
8818,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,0,0,3,0,0,False,True,4.0
8819,4,4,3,3,4,5,4,4,4,4,4,4,4,2,1,0,0,1,0,0,False,True,3.97
8820,4,3,4,4,2,4,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8821,3,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8822,5,5,4,5,5,3,5,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
8823,4,4,4,4,5,3,4,4,4,4,4,4,4,1,1,0,0,2,0,0,False,True,3.95
8824,3,5,3,3,2,4,3,2,3,3,3,3,3,0,0,0,0,24,2,0,False,True,2.99
8825,4,4,4,3,4,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
8826,5,5,5,5,4,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
8827,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8829,4,4,4,5,3,4,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8830,3,2,3,4,3,2,2,2,2,2,2,2,2,0,0,0,0,45,0,0,False,True,2.1
8831,4,3,4,3,4,3,2,3,3,2,3,3,2,0,0,0,0,25,3,0,True,True,2.69
8832,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
8833,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
8834,4,4,4,4,3,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
8835,3,4,3,3,3,4,2,3,3,2,3,3,2,0,0,0,0,21,2,0,True,True,2.69
8836,2,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,55,3,0,True,True,2.08
8837,3,3,3,3,2,4,2,2,4,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8838,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
8839,5,4,5,5,5,5,5,5,5,5,5,5,5,9,6,4,1,0,0,0,False,True,5.0
8840,3,4,3,4,3,2,3,3,2,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8841,3,4,2,2,2,3,2,2,2,2,2,2,2,1,0,0,0,59,4,0,False,True,2.1
8842,4,5,4,4,5,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8843,4,5,4,4,3,3,4,3,3,4,3,3,4,0,0,0,0,5,0,0,False,True,3.3
8844,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8845,5,5,5,5,5,5,5,5,5,5,5,5,5,8,6,0,0,0,0,0,False,True,5.0
8846,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8847,5,5,4,5,5,4,5,5,5,5,5,5,5,8,6,4,0,0,0,0,False,True,5.0
8848,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
8849,2,2,2,3,2,2,2,2,2,2,2,2,2,1,0,0,0,64,4,0,False,True,2.1
8850,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,False,True,3.9
8851,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,66,3,0,False,True,2.08
8852,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,50,2,0,False,True,2.09
8853,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,0,0,0,0,0,False,True,5.0
8854,3,4,3,3,3,2,3,3,3,3,3,3,3,2,0,0,0,30,0,0,False,True,3.04
8855,4,5,5,4,3,4,3,3,3,3,3,3,3,1,0,0,0,19,0,0,False,True,3.02
8856,4,4,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
8857,4,4,5,4,3,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8858,4,5,4,5,4,3,4,4,3,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8859,4,4,3,2,3,2,4,3,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
8860,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
8861,5,4,4,4,4,4,5,4,4,5,4,4,5,1,1,0,0,3,0,0,False,True,4.25
8862,4,5,4,4,3,4,4,4,4,4,4,4,4,3,0,0,0,9,0,0,False,True,3.96
8863,3,3,3,3,2,3,2,2,2,2,2,2,2,1,0,0,0,67,3,0,False,True,2.1
8864,4,4,3,5,3,3,4,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
8865,5,4,5,4,4,5,4,4,4,4,4,3,4,0,0,0,0,4,0,0,True,True,3.6
8866,4,5,4,3,4,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8867,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,61,2,0,False,True,2.09
8868,4,5,4,5,4,5,3,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
8869,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
8870,3,2,3,4,2,4,2,3,3,3,3,3,3,1,0,0,0,33,1,0,False,True,3.02
8871,3,3,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
8872,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
8873,3,4,3,2,3,3,2,3,3,3,3,3,2,0,0,0,0,27,1,0,False,True,2.69
8874,3,3,2,3,3,2,4,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
8875,3,3,2,2,4,2,2,4,3,3,4,3,3,0,0,0,0,21,1,0,False,True,3.29
8876,3,3,3,2,3,2,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8877,3,2,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,67,4,0,False,True,2.08
8878,5,5,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
8879,3,3,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,69,4,0,False,True,2.08
8880,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,54,3,0,False,True,2.08
8881,4,5,3,4,4,3,3,3,3,3,3,3,3,1,0,0,0,19,0,0,False,True,3.02
8882,4,3,5,5,2,4,4,2,4,3,3,4,3,0,0,0,0,15,0,0,False,True,3.3
8883,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,52,4,0,True,True,2.08
8884,5,4,3,4,5,3,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
8885,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,68,3,0,True,True,2.08
8886,5,5,4,5,4,4,3,4,4,4,4,4,4,4,2,0,0,5,0,0,False,True,4.04
8887,3,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,68,5,0,True,True,2.08
8888,3,3,2,3,2,3,3,3,3,3,3,2,3,0,0,0,0,25,0,0,True,True,2.7
8889,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,63,7,0,False,True,2.06
8890,5,5,3,4,5,5,5,5,5,5,5,5,5,8,7,5,2,0,0,0,False,True,5.0
8891,4,5,4,5,3,3,5,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
8892,3,2,3,4,2,2,3,2,2,2,2,2,2,0,0,0,0,60,4,0,False,True,2.08
8893,4,5,4,3,4,5,5,4,5,5,5,5,5,8,6,0,0,0,0,0,False,True,5.0
8895,3,3,4,4,2,3,2,2,2,2,2,2,2,0,0,0,0,72,4,0,False,True,2.08
8896,4,3,3,4,2,3,4,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
8897,5,5,5,5,5,4,5,5,5,5,5,5,5,6,2,0,0,0,0,0,False,True,4.98
8898,3,4,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8899,4,4,3,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,1,0,False,True,3.92
8900,5,5,5,4,5,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8901,3,4,3,4,2,2,3,2,3,2,3,2,3,0,0,0,0,36,1,0,True,True,2.69
8902,4,3,5,5,4,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8903,3,3,3,2,3,4,3,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
8904,4,5,4,4,4,3,4,4,3,4,4,4,4,2,0,0,0,11,0,0,False,True,3.94
8905,5,4,4,5,5,4,5,5,5,5,5,5,5,8,5,4,2,0,0,0,False,True,5.0
8906,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8907,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,0,0,0,0,0,False,True,5.0
8908,3,3,2,2,3,3,2,3,3,2,3,3,2,0,0,0,0,18,0,0,False,True,2.7
8909,4,4,3,3,3,3,4,3,3,4,3,3,4,0,0,0,0,11,0,0,False,True,3.3
8910,4,4,3,3,3,3,3,3,3,3,2,3,3,0,0,0,0,22,1,0,True,True,2.69
8911,4,4,3,3,3,2,4,3,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
8912,3,3,3,2,3,2,3,3,2,3,3,2,3,0,0,0,0,21,0,0,False,True,2.7
8913,5,5,5,4,4,5,3,4,5,4,4,5,4,1,0,0,0,0,0,0,False,True,4.22
8914,3,4,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,62,2,0,False,True,2.09
8916,3,3,3,3,3,3,4,3,3,3,2,3,3,0,0,0,0,30,0,0,True,True,2.7
8917,4,5,4,4,4,4,3,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8918,4,4,3,3,4,2,2,4,3,3,3,3,3,1,0,0,0,22,0,0,False,True,3.02
8919,4,5,4,5,4,4,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
8920,3,4,3,3,2,2,3,3,2,3,2,2,3,0,0,0,0,45,2,0,False,True,2.39
8921,3,2,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8922,5,5,4,5,5,4,5,5,5,5,5,5,5,9,7,5,2,0,0,0,False,True,5.0
8923,4,3,4,4,3,4,4,4,4,3,4,4,3,0,0,0,0,11,0,0,False,True,3.6
8924,3,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,74,3,0,False,True,2.08
8925,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,4,2,0,0,0,False,True,5.0
8926,4,5,4,4,4,4,5,4,4,5,4,4,5,4,1,0,0,1,0,0,False,True,4.31
8927,4,4,5,5,4,4,3,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8928,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,60,5,0,False,True,2.08
8929,5,5,5,5,4,4,5,4,4,4,4,4,4,3,0,0,0,2,0,0,False,True,3.96
8930,5,4,5,5,4,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,False,True,5.0
8931,3,2,3,4,3,2,3,3,2,3,3,2,3,0,0,0,0,25,3,0,True,True,2.69
8932,3,4,3,4,3,2,3,3,2,3,3,2,3,1,0,0,0,35,1,0,False,True,2.71
8933,3,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
8934,4,4,3,4,3,5,4,4,4,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
8935,5,5,4,4,5,4,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
8936,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,63,3,0,False,True,2.08
8937,4,4,4,5,4,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8938,4,4,4,5,3,4,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
8939,4,3,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8940,4,4,4,5,3,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
8941,3,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,67,6,0,False,True,2.07
8942,4,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,71,3,0,False,True,2.08
8943,4,4,4,5,3,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8944,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
8945,3,5,3,4,3,2,3,3,3,3,2,3,3,0,0,0,0,32,2,0,False,True,2.69
8946,3,4,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,68,3,0,False,True,2.08
8947,4,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8948,3,3,2,2,3,3,2,3,3,2,2,3,3,0,0,0,0,20,0,0,True,True,2.7
8949,3,3,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,32,0,0,True,True,3.0
8950,3,4,3,2,3,3,2,2,3,2,3,3,2,0,0,0,0,44,1,0,True,True,2.69
8951,5,4,5,5,4,5,5,5,5,5,5,5,5,6,3,0,0,0,0,0,False,True,5.0
8952,4,4,4,3,4,3,2,4,3,2,3,3,3,1,0,0,0,23,0,0,False,True,3.02
8953,3,3,3,2,2,3,3,3,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
8954,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
8955,3,2,3,3,4,2,3,3,3,3,3,3,3,0,0,0,0,26,3,0,False,True,2.99
8956,3,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,77,5,0,False,True,2.08
8957,4,4,3,4,4,2,4,3,3,4,3,3,3,0,0,0,0,12,1,0,False,True,3.0
8958,3,5,3,3,4,3,4,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8959,4,4,4,5,3,4,3,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8961,5,5,4,4,5,4,4,5,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8962,4,4,4,3,4,3,2,4,3,2,4,3,2,0,0,0,0,22,0,0,False,True,3.0
8963,2,2,2,3,2,3,2,2,3,2,2,3,2,0,0,0,0,65,2,0,False,True,2.39
8964,4,4,3,4,3,4,3,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
8965,5,5,4,5,3,5,4,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
8966,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8967,5,5,4,4,5,4,3,4,4,4,4,4,3,0,0,0,0,7,0,0,True,True,3.6
8968,5,5,5,5,5,5,5,5,5,5,5,5,5,8,3,0,0,0,0,0,False,True,5.0
8969,4,4,4,4,5,3,3,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8970,4,5,3,4,4,3,4,4,4,4,4,4,4,0,0,0,0,5,0,0,True,True,3.9
8971,5,5,4,4,4,4,5,4,4,5,4,4,5,1,0,0,0,0,0,0,False,True,4.22
8972,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,80,4,0,False,True,2.08
