id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year1,year1_overall
8853,3,4,3,4,3,3,3,0,0,0,0,11,0,0,False,True,3
8854,2,2,2,2,2,2,2,1,0,0,0,142,12,1,False,True,2
8855,3,2,3,3,2,3,4,0,0,0,0,38,1,0,False,True,3
8856,4,5,4,5,4,4,4,2,0,0,0,2,1,0,False,True,4
8857,2,2,2,3,2,2,3,0,0,0,0,20,0,0,False,True,2
8858,2,2,2,2,2,2,2,0,0,0,0,133,7,0,False,True,2
8859,3,5,3,3,3,2,2,1,0,0,0,80,7,0,False,True,2
8860,3,4,4,3,2,3,3,0,0,0,0,34,0,0,False,True,3
8861,3,2,3,3,2,2,3,0,0,0,0,44,1,0,False,True,2
8862,5,4,4,5,4,4,5,0,0,0,0,7,0,0,False,True,4
8863,4,3,4,4,5,4,4,1,0,0,0,5,0,0,False,True,4
8864,3,3,3,3,3,4,3,0,0,0,0,26,0,0,False,True,3
8865,3,5,3,4,3,3,3,0,0,0,0,33,0,0,False,True,3
8866,5,3,4,5,5,4,5,0,0,0,0,1,0,0,False,True,4
8867,4,5,3,4,4,4,4,2,0,0,0,1,0,0,False,True,4
8868,2,2,2,2,2,2,2,0,0,0,0,82,4,0,False,True,2
8869,4,5,3,4,5,3,3,1,0,0,0,7,0,0,False,True,4
8870,2,2,3,3,2,3,2,0,0,0,0,32,1,0,False,True,2
8871,4,3,3,3,4,4,2,1,0,0,0,13,0,0,False,True,3
8872,2,3,2,2,2,2,2,0,0,0,0,127,9,0,True,True,2
8873,3,3,4,4,2,3,3,0,0,0,0,42,2,0,False,True,3
8874,3,4,3,5,3,3,3,0,0,0,0,33,0,0,False,True,3
8875,3,2,3,3,2,3,4,0,0,0,0,25,1,0,False,True,3
8876,4,3,3,3,4,4,5,1,0,0,0,1,0,0,False,True,4
8877,5,4,5,5,5,5,4,4,3,3,1,1,0,0,False,True,5
8878,2,2,2,2,2,2,2,0,0,0,0,133,16,1,False,True,2
8879,3,3,3,3,4,4,3,0,0,0,0,5,0,0,False,True,4
8880,5,5,4,5,5,5,5,4,0,0,0,0,0,0,False,True,5
8881,3,2,3,3,3,3,3,1,0,0,0,44,3,0,False,True,3
8882,5,4,4,5,4,5,4,1,1,0,0,0,0,0,False,True,4
8883,5,4,4,5,4,4,5,1,0,0,0,5,0,0,False,True,4
8884,5,4,3,4,4,4,5,1,0,0,0,2,0,0,False,True,4
8885,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,4
8886,3,4,3,3,3,3,2,0,0,0,0,28,3,0,False,True,3
8887,4,3,4,3,3,4,4,2,0,0,0,14,0,0,False,True,4
8888,3,4,3,3,3,3,3,2,1,0,0,25,0,0,False,True,3
8889,2,2,2,2,1,2,2,0,0,0,0,86,8,0,True,False,2
8890,4,4,4,4,4,3,4,0,0,0,0,5,0,0,False,True,4
8891,2,2,2,2,1,2,2,0,0,0,0,141,14,1,True,False,2
8892,3,5,3,3,3,4,3,0,0,0,0,3,0,0,False,True,3
8893,4,2,4,4,3,4,4,1,0,0,0,5,0,0,False,True,4
8894,2,2,2,2,2,2,2,0,0,0,0,147,17,1,True,True,2
8895,4,4,3,4,4,4,4,2,0,0,0,1,0,0,False,True,4
8896,2,3,2,3,2,2,3,0,0,0,0,34,0,0,False,True,2
8897,2,3,2,2,2,2,2,0,0,0,0,82,8,0,True,True,2
8898,3,3,3,3,3,3,3,1,0,0,0,29,0,0,False,True,3
8899,4,4,3,5,4,4,4,2,0,0,0,2,0,0,False,True,4
8900,2,2,2,2,2,2,1,0,0,0,0,138,13,1,True,False,2
8901,2,2,2,3,2,2,3,0,0,0,0,157,13,1,True,True,2
8902,5,4,4,4,5,5,4,2,0,0,0,3,0,0,False,True,5
8903,3,3,3,3,1,2,2,0,0,0,0,77,6,0,True,False,2
8904,4,2,4,5,4,3,4,0,0,0,0,0,0,0,False,True,4
8905,3,3,2,3,3,2,3,0,0,0,0,19,0,0,False,True,3
8906,2,2,2,2,2,2,2,0,0,0,0,147,17,1,False,True,2
8907,5,4,4,4,5,4,4,0,0,0,0,10,0,0,False,True,4
8908,3,4,4,3,3,3,3,0,0,0,0,46,0,0,False,True,3
8909,2,2,2,2,2,2,2,0,0,0,0,129,18,1,False,True,2
8910,4,4,3,4,4,4,3,0,0,0,0,3,0,0,False,True,4
8911,4,4,3,4,3,3,4,0,0,0,0,13,0,0,False,True,3
8912,3,4,3,3,3,3,3,1,1,0,0,44,2,0,False,True,3
8913,2,3,2,3,2,2,2,0,0,0,0,43,1,0,False,True,2
8914,4,5,3,4,4,4,4,1,0,0,0,4,0,0,False,True,4
8915,3,2,3,3,3,3,3,0,0,0,0,11,1,0,False,True,3
8916,5,4,5,5,4,5,4,1,0,0,0,1,0,0,False,True,4
8917,2,2,2,2,2,2,1,0,0,0,0,124,13,1,True,False,2
8918,5,5,4,5,5,4,5,3,0,0,0,1,0,0,False,True,5
8919,4,3,3,4,4,3,4,0,0,0,0,27,0,0,False,True,4
8920,3,3,4,4,3,3,3,0,0,0,0,39,0,0,False,True,3
8921,4,2,4,4,3,4,4,0,0,0,0,30,0,0,False,True,4
8922,2,2,2,2,2,2,2,0,0,0,0,56,3,0,False,True,2
8923,3,5,4,4,3,3,3,0,0,0,0,7,0,0,False,True,3
8924,3,5,4,3,4,3,2,0,0,0,0,5,1,0,False,True,3
8925,2,2,2,3,2,2,2,0,0,0,0,112,4,0,False,True,2
8926,5,5,5,5,5,4,5,5,1,0,0,1,0,0,False,True,5
8927,4,4,5,5,4,4,5,0,0,0,0,0,0,0,False,True,4
8928,5,5,5,5,5,4,5,4,1,1,0,4,0,0,False,True,5
8929,3,4,3,3,3,2,3,0,0,0,0,3,0,0,False,True,3
8930,2,3,2,2,1,2,2,0,0,0,0,147,16,1,True,False,2
8931,2,2,2,3,1,1,2,0,0,0,0,126,11,1,True,False,1
8932,4,4,4,5,3,4,4,1,0,0,0,1,0,0,False,True,4
8933,3,5,4,4,3,3,3,0,0,0,0,38,1,0,False,True,3
8934,4,4,4,4,3,4,4,0,0,0,0,0,0,0,False,True,4
8935,3,3,3,3,3,3,3,1,1,0,0,33,2,0,False,True,3
8936,5,4,3,4,5,4,4,1,1,0,0,0,0,0,False,True,4
8937,3,4,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3
8938,4,4,3,4,3,3,4,2,0,0,0,7,0,0,False,True,3
8939,3,5,3,3,4,2,3,0,0,0,0,15,0,0,False,True,3
8940,4,4,3,4,4,4,4,0,0,0,0,11,0,0,False,True,4
8941,5,3,5,5,5,5,4,2,1,1,0,1,0,0,False,True,5
8942,3,2,3,3,2,4,2,0,0,0,0,45,1,0,False,True,3
8943,5,5,4,5,5,4,4,3,2,0,0,2,0,0,False,True,4
8944,4,5,3,4,4,4,4,2,1,0,0,2,0,0,False,True,4
8945,4,2,4,4,4,4,4,0,0,0,0,9,0,0,False,True,4
8946,3,3,3,4,2,3,3,0,0,0,0,28,0,0,False,True,3
8947,5,5,5,5,4,5,5,2,0,0,0,2,0,0,False,True,5
8948,2,2,2,2,2,2,2,0,0,0,0,153,27,2,False,True,2
8949,4,4,4,4,3,4,3,0,0,0,0,23,1,0,False,True,3
8950,3,2,3,4,3,2,3,0,0,0,0,30,1,0,False,True,3
8951,3,3,3,4,3,3,3,0,0,0,0,23,1,0,False,True,3
8952,2,2,2,2,2,2,2,1,0,0,0,165,22,2,False,True,2
8953,3,3,3,4,3,3,3,0,0,0,0,14,0,0,False,True,3
8954,3,3,4,4,3,3,3,1,0,0,0,6,0,0,False,True,3
8955,3,3,3,3,3,3,2,0,0,0,0,16,0,0,False,True,3
8956,5,4,4,5,4,4,4,0,0,0,0,0,0,0,False,True,4
8957,4,3,3,5,4,3,4,0,0,0,0,6,0,0,False,True,4
8958,3,5,2,3,4,3,2,0,0,0,0,35,0,0,False,True,3
8959,2,3,2,2,2,2,2,0,0,0,0,107,16,1,True,True,2
8960,3,3,4,4,4,3,4,1,0,0,0,12,0,0,False,True,4
8961,4,2,4,4,3,4,3,1,0,0,0,1,0,0,False,True,3
8962,4,3,4,4,3,4,3,1,0,0,0,3,0,0,False,True,3
8963,2,2,2,2,2,2,2,0,0,0,0,39,3,0,False,True,2
8964,3,2,3,3,3,3,3,0,0,0,0,13,0,0,False,True,3
8965,5,5,4,5,4,4,5,1,0,0,0,1,0,0,False,True,4
8966,3,4,3,3,3,3,2,0,0,0,0,37,1,0,False,True,3
8967,4,5,4,4,4,4,4,2,0,0,0,3,0,0,False,True,4
8968,3,3,2,3,3,3,3,0,0,0,0,42,2,0,False,True,3
8969,3,5,4,4,4,3,3,0,0,0,0,73,2,0,False,True,3
8970,3,3,3,3,3,4,3,0,0,0,0,4,0,0,False,True,3
8971,3,3,3,3,2,3,2,0,0,0,0,37,0,0,False,True,2
8972,4,3,4,5,3,3,4,2,0,0,0,14,0,0,False,True,3
8973,4,4,3,4,4,3,4,2,0,0,0,15,0,0,False,True,4
8974,3,4,4,4,3,3,3,1,0,0,0,35,1,0,False,True,3
8975,3,3,3,4,3,3,3,0,0,0,0,19,0,0,False,True,3
8976,5,5,4,4,5,4,3,0,0,0,0,0,0,0,False,True,4
8977,4,4,3,4,3,3,4,0,0,0,0,18,0,0,False,True,3
8978,4,2,4,4,3,4,4,0,0,0,0,5,0,0,False,True,4
8979,4,4,3,4,4,3,4,1,0,0,0,4,0,0,False,True,4
8980,3,2,3,2,2,2,3,0,0,0,0,12,2,0,False,True,2
8981,3,2,3,3,2,2,3,0,0,0,0,46,7,0,False,True,2
8982,5,5,5,5,5,5,5,7,1,0,0,1,0,0,False,True,5
8983,5,5,5,5,5,4,4,2,0,0,0,1,0,0,False,True,4
8984,2,3,2,2,3,2,2,0,0,0,0,37,2,0,False,True,2
8985,4,3,4,4,3,3,4,0,0,0,0,9,0,0,False,True,3
8986,3,2,3,2,2,3,2,0,0,0,0,160,12,1,False,True,2
8987,4,4,3,4,4,4,4,1,0,0,0,1,0,0,False,True,4
8988,3,2,3,4,3,3,4,0,0,0,0,37,1,0,False,True,3
8989,3,4,4,4,3,3,3,0,0,0,0,16,0,0,False,True,3
8990,5,5,4,5,5,5,5,2,0,0,0,0,0,0,False,True,5
8991,4,3,3,4,4,4,4,0,0,0,0,11,0,0,False,True,4
8992,3,4,3,3,3,2,3,0,0,0,0,16,0,0,True,True,3
8993,2,2,2,2,2,2,2,0,0,0,0,59,3,0,False,True,2
8994,3,5,3,3,3,4,3,0,0,0,0,16,0,0,False,True,3
8995,3,3,4,4,4,4,3,0,0,0,0,15,0,0,False,True,4
8996,3,4,3,3,3,3,2,0,0,0,0,33,0,0,False,True,3
8997,4,3,3,4,2,4,3,0,0,0,0,71,1,0,False,True,3
8998,5,5,4,4,5,5,4,1,0,0,0,2,1,0,False,True,5
8999,3,2,3,3,3,3,3,0,0,0,0,14,0,0,False,True,3
9000,2,2,2,2,2,2,2,0,0,0,0,64,4,0,False,True,2
9001,4,2,3,4,3,3,4,0,0,0,0,8,0,0,False,True,3
9002,4,4,3,4,4,3,4,0,0,0,0,24,1,0,False,True,4
9003,3,4,3,4,2,3,3,0,0,0,0,48,2,0,False,True,3
9004,4,4,3,4,3,4,4,0,0,0,0,1,0,0,False,True,4
9005,3,5,4,4,4,4,3,0,0,0,0,2,0,0,False,True,4
9006,2,2,2,2,2,2,2,0,0,0,0,91,8,0,False,True,2
9007,2,2,2,2,2,2,2,0,0,0,0,79,9,0,True,True,2
9008,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3
9009,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3
9010,4,5,4,3,4,3,3,1,0,0,0,3,0,0,False,True,3
9011,3,5,3,3,3,3,2,0,0,0,0,40,2,0,False,True,3
9012,3,4,3,3,3,2,3,0,0,0,0,41,0,0,False,True,3
9013,2,2,2,3,2,2,2,0,0,0,0,50,2,0,False,True,2
9014,3,2,4,4,3,3,3,0,0,0,0,6,0,0,False,True,3
9015,5,4,4,5,4,4,5,1,0,0,0,6,0,0,False,True,4
9016,3,4,3,3,3,3,2,0,0,0,0,32,1,0,False,True,3
9017,3,2,2,3,2,2,3,0,0,0,0,26,0,0,False,True,2
9018,4,3,4,5,4,3,4,1,0,0,0,18,0,0,False,True,4
9019,4,3,3,5,3,3,3,0,0,0,0,28,0,0,False,True,3
9020,4,4,4,4,4,4,4,0,0,0,0,11,0,0,False,True,4
9021,2,2,2,3,2,2,2,0,0,0,0,138,12,1,True,True,2
9022,3,4,4,5,4,3,3,0,0,0,0,8,0,0,False,True,3
9023,2,2,2,2,2,2,2,0,0,0,0,137,16,1,False,True,2
9024,2,2,2,2,2,2,2,0,0,0,0,159,18,1,True,True,2
9025,2,3,2,3,2,2,2,0,0,0,0,124,12,1,True,True,2
9026,3,2,4,3,2,3,2,0,0,0,0,7,0,0,False,True,2
9027,2,2,3,2,2,2,2,0,0,0,0,117,14,1,True,True,2
9028,4,5,3,4,3,3,4,1,0,0,0,7,0,0,False,True,3
9029,4,4,3,4,3,4,3,2,0,0,0,26,3,0,False,True,3
9030,5,3,4,4,5,4,5,3,0,0,0,0,0,0,False,True,5
9031,4,4,3,4,3,4,4,1,0,0,0,13,2,0,False,True,4
9032,5,5,4,4,5,4,5,2,0,0,0,0,0,0,False,True,5
9033,5,4,4,5,4,4,5,1,0,0,0,2,0,0,False,True,4
9034,3,2,4,4,3,3,3,0,0,0,0,27,0,0,False,True,3
9035,4,3,4,5,3,3,5,0,0,0,0,4,1,0,False,True,4
9036,2,4,2,2,1,2,2,0,0,0,0,145,19,1,True,False,2
9037,2,3,2,2,2,2,2,0,0,0,0,76,9,0,False,True,2
9038,2,3,2,2,2,2,2,0,0,0,0,90,6,0,False,True,2
9039,5,5,4,4,5,4,4,1,0,0,0,2,0,0,False,True,4
9040,2,2,2,2,2,2,2,0,0,0,0,158,24,2,False,True,2
9041,4,3,3,4,4,4,4,1,0,0,0,0,0,0,False,True,4
9042,2,2,2,2,2,2,2,0,0,0,0,112,11,1,False,True,2
9043,2,2,2,2,2,2,2,0,0,0,0,130,11,1,False,True,2
9044,5,4,5,5,5,4,5,3,1,1,0,1,0,0,False,True,5
9045,5,5,4,5,4,4,4,2,0,0,0,2,0,0,False,True,4
9046,2,2,2,2,2,2,2,0,0,0,0,62,8,0,False,True,2
9047,4,3,3,4,3,3,3,0,0,0,0,43,1,0,False,True,3
9048,3,3,3,3,2,3,3,0,0,0,0,21,0,0,True,True,3
9049,4,5,3,5,4,3,4,1,0,0,0,3,0,0,False,True,4
9050,2,2,2,2,1,2,2,0,0,0,0,107,16,1,True,False,2
9051,2,3,2,2,2,2,2,0,0,0,0,152,23,2,False,True,2
9052,4,5,4,4,4,3,3,1,0,0,0,52,1,0,False,True,3
9053,3,2,3,3,2,3,2,0,0,0,0,79,5,0,False,True,2
9054,3,3,4,4,4,3,3,0,0,0,0,1,0,0,False,True,3
9055,2,3,2,2,2,2,2,0,0,0,0,72,7,0,False,True,2
9056,3,2,4,3,3,3,3,0,0,0,0,8,0,0,False,True,3
9057,3,4,3,4,3,3,3,0,0,0,0,21,0,0,False,True,3
9058,4,2,4,4,4,4,3,0,0,0,0,17,0,0,False,True,4
9059,3,2,2,3,3,3,3,0,0,0,0,35,4,0,False,True,3
9060,3,2,3,3,3,3,3,0,0,0,0,44,1,0,False,True,3
9061,2,3,2,3,2,2,2,0,0,0,0,78,5,0,False,True,2
9062,5,5,5,5,4,5,5,6,1,1,0,0,0,0,False,True,5
9063,4,5,4,4,4,3,4,1,0,0,0,0,0,0,False,True,4
9064,5,4,4,4,5,4,4,0,0,0,0,0,0,0,False,True,4
9065,5,5,5,5,4,4,5,0,0,0,0,1,0,0,False,True,4
9066,3,2,4,4,2,3,4,0,0,0,0,77,5,0,False,True,3
9067,4,5,4,4,4,4,4,1,0,0,0,1,0,0,False,True,4
9068,4,2,3,3,3,3,4,0,0,0,0,30,0,0,False,True,3
9069,2,2,2,2,2,2,2,0,0,0,0,136,21,2,False,True,2
9070,2,2,2,3,2,2,1,0,0,0,0,152,33,3,True,False,2
9071,3,3,3,3,3,2,2,0,0,0,0,33,0,0,False,True,2
9072,3,3,4,4,4,3,3,0,0,0,0,15,0,0,False,True,3
9073,3,2,3,3,2,3,3,0,0,0,0,38,6,0,False,True,3
9074,3,5,3,4,4,3,3,1,0,0,0,16,0,0,False,True,3
9075,5,4,3,5,5,4,5,4,3,0,0,1,0,0,False,True,5
9076,5,4,4,5,5,5,4,3,2,1,0,0,0,0,False,True,5
9077,5,5,4,5,4,5,5,4,1,1,1,0,0,0,False,True,5
9078,5,5,4,4,5,4,5,3,0,0,0,0,0,0,False,True,5
9079,2,2,2,2,2,2,2,0,0,0,0,62,5,0,True,True,2
9080,5,4,4,4,5,4,5,5,1,0,0,0,0,0,False,True,5
9081,5,5,5,5,5,4,4,2,0,0,0,1,0,0,False,True,4
9082,3,3,3,3,3,2,3,0,0,0,0,35,1,0,False,True,3
9083,2,3,2,2,2,2,2,0,0,0,0,160,20,2,True,True,2
9084,4,3,3,4,4,4,4,1,0,0,0,14,0,0,False,True,4
9085,3,4,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3
9086,2,2,2,2,2,2,2,0,0,0,0,147,23,2,True,True,2
9087,4,3,3,4,4,3,4,0,0,0,0,7,0,0,False,True,4
9088,2,3,3,3,3,3,2,0,0,0,0,79,9,0,False,True,3
9089,3,3,4,4,3,3,3,1,0,0,0,41,1,0,False,True,3
9090,3,3,3,4,3,3,3,0,0,0,0,7,0,0,False,True,3
9091,3,5,3,3,3,2,4,0,0,0,0,31,1,0,False,True,3
9092,4,4,3,4,3,3,3,0,0,0,0,40,1,0,False,True,3
9093,4,3,4,4,4,4,4,1,0,0,0,1,0,0,False,True,4
9094,4,2,4,4,3,4,4,0,0,0,0,5,0,0,False,True,4
9095,2,2,2,2,2,2,2,0,0,0,0,122,15,1,False,True,2
9096,3,5,4,4,4,3,3,0,0,0,0,8,1,0,False,True,3
9097,3,2,2,3,3,2,3,0,0,0,0,16,0,0,False,True,3
9098,3,3,3,4,2,3,3,0,0,0,0,32,0,0,False,True,3
9099,3,3,4,4,3,3,3,0,0,0,0,31,1,0,False,True,3
9100,4,4,4,4,3,4,4,1,1,0,0,5,0,0,False,True,4
9101,3,4,4,4,4,3,3,0,0,0,0,8,0,0,False,True,3
9102,4,3,3,4,3,4,3,0,0,0,0,2,0,0,False,True,3
9103,3,4,4,3,3,3,3,0,0,0,0,36,0,0,False,True,3
9104,4,4,3,4,4,4,4,0,0,0,0,5,0,0,False,True,4
9105,3,2,3,3,2,3,3,0,0,0,0,20,3,0,False,True,3
9106,2,3,2,2,2,2,2,0,0,0,0,135,13,1,False,True,2
9107,2,3,2,2,2,2,2,0,0,0,0,116,12,1,False,True,2
9108,2,2,2,2,2,2,2,0,0,0,0,81,6,0,False,True,2
9109,4,3,3,4,4,2,4,0,0,0,0,38,0,0,True,True,3
9110,2,3,2,2,2,2,2,0,0,0,0,80,5,0,False,True,2
9111,3,2,3,4,3,4,3,0,0,0,0,38,0,0,False,True,3
9112,2,3,2,2,2,2,2,0,0,0,0,147,19,1,False,True,2
9113,2,2,2,3,2,2,2,0,0,0,0,140,16,1,True,True,2
9114,3,4,3,4,3,3,4,0,0,0,0,36,2,0,False,True,3
9115,2,3,2,2,2,2,2,0,0,0,0,163,19,1,False,True,2
9116,2,3,3,2,2,2,2,0,0,0,0,115,11,1,True,True,2
9117,2,2,2,3,2,2,3,0,0,0,0,65,2,0,True,True,2
9118,2,2,2,2,2,2,2,0,0,0,0,115,4,0,False,True,2
9119,5,4,4,5,4,5,4,2,0,0,0,0,0,0,False,True,4
9120,2,3,2,2,1,1,2,0,0,0,0,90,14,1,True,False,1
9121,5,4,5,5,4,5,5,1,1,0,0,2,0,0,False,True,5
9122,5,5,4,4,4,5,4,4,0,0,0,2,0,0,False,True,4
9123,3,3,3,3,2,3,3,0,0,0,0,64,4,0,False,True,3
9124,3,3,4,4,3,2,3,0,0,0,0,25,0,0,False,True,3
9125,3,2,4,4,3,3,3,1,0,0,0,16,0,0,False,True,3
9126,3,2,3,3,3,3,3,0,0,0,0,46,0,0,False,True,3
9127,4,3,3,4,3,4,4,1,0,0,0,7,0,0,False,True,4
9128,2,2,2,2,2,2,2,0,0,0,0,118,11,1,False,True,2
9129,5,5,4,4,5,5,5,6,0,0,0,1,0,0,False,True,5
9130,3,3,3,3,3,3,3,0,0,0,0,36,1,0,False,True,3
9131,4,2,3,4,3,3,4,0,0,0,0,21,0,0,False,True,3
9132,4,2,4,5,4,3,5,3,0,0,0,0,0,0,False,True,4
9133,4,2,3,4,3,3,3,0,0,0,0,26,0,0,False,True,3
9134,3,5,4,4,3,3,3,0,0,0,0,8,0,0,False,True,3
9135,4,5,4,4,4,4,4,1,0,0,0,1,0,0,False,True,4
9136,3,5,4,4,3,2,3,0,0,0,0,17,0,0,False,True,3
9137,2,3,2,2,2,1,1,0,0,0,0,131,18,1,True,False,1
9138,4,3,4,4,3,3,4,0,0,0,0,4,0,0,False,True,3
9139,3,2,3,3,3,3,3,0,0,0,0,13,0,0,False,True,3
9140,3,2,4,3,2,3,2,0,0,0,0,41,1,0,False,True,2
9141,2,3,3,3,2,2,2,0,0,0,0,85,8,0,True,True,2
9142,3,2,4,4,2,3,3,0,0,0,0,94,6,0,False,True,3
9143,2,2,2,3,2,2,2,0,0,0,0,112,12,1,False,True,2
9144,3,5,4,4,3,3,4,1,0,0,0,4,0,0,False,True,3
9145,4,4,3,4,3,3,4,1,0,0,0,35,2,0,False,True,3
9146,3,4,4,4,3,4,3,0,0,0,0,5,0,0,False,True,3
9147,4,4,3,4,4,4,4,1,0,0,0,0,0,0,False,True,4
9148,2,2,2,2,2,2,2,0,0,0,0,134,12,1,False,True,2
9149,4,2,4,4,3,4,4,1,0,0,0,2,0,0,False,True,4
9150,3,2,3,3,2,3,3,0,0,0,0,53,1,0,False,True,3
9151,4,2,3,4,3,3,3,0,0,0,0,27,1,0,False,True,3
9152,3,5,4,4,3,2,3,0,0,0,0,20,0,0,False,True,3
9153,4,3,4,4,4,4,3,0,0,0,0,2,0,0,False,True,4
9154,2,2,2,3,2,2,3,0,0,0,0,151,12,1,False,True,2
9155,2,2,2,2,2,2,2,0,0,0,0,97,8,0,False,True,2
9156,5,5,4,5,4,4,5,1,0,0,0,0,0,0,False,True,4
9157,5,5,4,5,5,4,5,1,0,0,0,3,0,0,False,True,5
9158,3,4,3,4,3,3,3,0,0,0,0,34,1,0,False,True,3
9159,2,4,2,2,3,2,2,0,0,0,0,40,1,0,False,True,2
9160,5,5,5,5,4,4,5,1,1,1,0,0,0,0,False,True,4
9161,3,2,3,3,3,2,3,0,0,0,0,28,0,0,False,True,3
9162,2,2,2,2,2,2,2,0,0,0,0,74,5,0,False,True,2
9163,3,2,3,3,2,3,2,0,0,0,0,77,4,0,False,True,2
9164,5,3,5,5,4,4,5,3,0,0,0,12,0,0,False,True,4
9165,3,2,3,3,3,3,3,1,0,0,0,6,0,0,False,True,3
9166,4,3,3,4,4,4,4,1,0,0,0,6,0,0,False,True,4
9167,4,4,4,4,4,3,4,2,0,0,0,5,0,0,False,True,4
9168,2,2,2,3,2,2,3,0,0,0,0,83,5,0,False,True,2
9169,3,2,3,3,3,2,3,0,0,0,0,41,0,0,False,True,3
9170,3,2,3,3,2,3,3,0,0,0,0,29,2,0,False,True,3
9171,3,3,3,3,2,3,4,0,0,0,0,15,0,0,False,True,3
9172,4,2,4,5,3,4,4,0,0,0,0,8,0,0,False,True,4
9173,4,4,3,4,4,4,3,2,0,0,0,12,0,0,False,True,4
9174,3,2,4,3,2,2,3,0,0,0,0,45,0,0,False,True,2
9175,4,3,3,4,3,4,4,0,0,0,0,13,1,0,False,True,4
9176,2,3,2,2,3,2,2,0,0,0,0,80,8,0,False,True,2
9177,4,5,4,5,5,4,4,1,0,0,0,1,0,0,False,True,4
9178,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,4
9179,4,3,4,4,3,5,5,0,0,0,0,0,0,0,False,True,4
9180,3,2,3,4,2,3,3,1,0,0,0,32,1,0,False,True,3
9181,5,5,4,4,4,4,4,1,0,0,0,40,1,0,False,True,4
9182,4,3,4,4,4,4,4,3,1,0,0,2,0,0,False,True,4
9183,4,5,4,4,4,4,4,2,1,0,0,2,0,0,False,True,4
9184,5,5,4,4,5,5,5,4,1,1,0,1,0,0,False,True,5
9185,2,3,2,2,2,2,2,0,0,0,0,118,5,0,False,True,2
9186,5,5,5,5,4,5,5,3,1,1,0,0,0,0,False,True,5
9187,4,3,4,4,4,4,3,0,0,0,0,1,1,0,False,True,4
9188,5,5,5,5,5,5,4,6,2,0,0,0,0,0,False,True,5
9189,3,3,4,4,2,4,3,0,0,0,0,9,1,0,False,True,3
9190,3,3,3,3,4,2,3,0,0,0,0,19,0,0,False,True,3
9191,5,5,5,5,5,5,5,7,3,2,0,2,0,0,False,True,5
9192,4,5,3,3,4,3,3,1,0,0,0,3,0,0,False,True,3
9193,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3
9194,5,4,5,5,4,5,4,1,0,0,0,5,0,0,False,True,4
9195,2,3,2,2,2,2,2,0,0,0,0,84,5,0,False,True,2
9196,5,5,4,4,4,5,5,6,1,0,0,1,0,0,False,True,5
9197,4,3,4,4,4,4,4,0,0,0,0,2,0,0,False,True,4
9198,2,3,2,2,3,2,1,0,0,0,0,155,14,1,True,False,2
9199,2,2,2,2,2,2,3,0,0,0,0,38,0,0,False,True,2
9200,3,3,3,3,2,2,3,0,0,0,0,75,5,0,False,True,2
9201,5,4,5,5,5,4,5,2,1,1,0,1,0,0,False,True,5
9202,2,2,2,2,2,2,2,0,0,0,0,157,22,2,False,True,2
9203,2,2,2,2,2,2,2,0,0,0,0,68,2,0,False,True,2
9204,3,5,3,3,4,3,3,0,0,0,0,38,0,0,False,True,3
9205,5,4,4,5,5,4,4,0,0,0,0,3,0,0,False,True,4
9206,2,2,2,2,2,2,2,0,0,0,0,124,6,0,False,True,2
9207,5,5,5,5,4,5,5,3,1,1,0,4,0,0,False,True,5
9208,2,2,2,2,2,2,2,0,0,0,0,147,26,2,True,True,2
9209,5,5,4,5,5,4,5,3,0,0,0,2,0,0,False,True,5
9210,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3
9211,5,4,4,4,4,5,5,2,0,0,0,3,0,0,False,True,5
9212,5,5,4,5,4,4,5,2,0,0,0,6,0,0,False,True,4
9213,3,5,3,3,3,2,2,0,0,0,0,38,1,0,False,True,2
9214,5,5,4,5,4,4,4,1,0,0,0,2,0,0,False,True,4
9215,5,4,4,5,5,4,5,0,0,0,0,1,0,0,False,True,4
9216,3,2,2,3,3,2,3,0,0,0,0,27,3,0,False,True,3
9217,2,3,2,3,3,2,2,0,0,0,0,65,1,0,False,True,2
9218,5,5,4,4,5,4,5,3,0,0,0,2,0,0,False,True,5
9219,4,4,3,3,4,3,3,1,0,0,0,48,1,0,False,True,3
9220,4,4,3,4,4,4,3,2,0,0,0,5,0,0,False,True,4
9221,3,2,4,4,3,3,3,0,0,0,0,26,0,0,False,True,3
9222,3,3,3,4,2,3,3,0,0,0,0,91,5,0,False,True,3
9223,3,2,3,4,3,3,3,0,0,0,0,54,2,0,False,True,3
9224,2,2,2,2,1,1,1,0,0,0,0,152,23,2,True,False,1
9225,3,2,2,3,3,3,3,0,0,0,0,19,0,0,False,True,3
9226,3,3,3,4,3,2,4,0,0,0,0,11,0,0,False,True,3
9227,5,4,4,5,4,5,5,3,2,2,0,0,0,0,False,True,5
