id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year2,year2_overall
8641,5,4,5,5,5,5,4,5,5,5,5,1,1,0,0,0,0,False,True,4.96
8642,2,2,2,2,2,2,2,2,2,2,0,0,0,0,78,3,0,False,True,2.08
8643,3,3,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8644,3,2,3,4,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
8645,4,3,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8646,3,2,3,3,2,4,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
8647,4,3,3,4,3,3,4,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8648,3,3,3,4,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8649,4,3,3,4,4,3,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8650,2,2,2,3,2,2,2,2,3,2,0,0,0,0,86,4,0,True,True,2.38
8651,4,3,4,5,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8652,2,3,3,3,2,2,2,2,2,2,0,0,0,0,124,12,1,True,True,1.99
8653,5,4,4,4,5,4,5,5,5,5,7,5,3,1,0,0,0,False,True,5.0
8654,3,2,3,3,3,2,2,2,2,2,0,0,0,0,94,3,0,False,True,2.08
8655,5,4,4,5,5,4,5,5,5,5,5,3,3,0,0,0,0,False,True,5.0
8656,4,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8657,3,4,4,4,3,4,2,3,3,3,0,0,0,0,31,2,0,False,True,2.99
8658,3,2,3,4,3,3,4,3,3,3,0,0,0,0,32,0,0,False,True,3.0
8659,3,3,4,4,3,4,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
8660,3,2,3,3,3,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
8661,5,3,4,5,5,5,4,5,5,5,7,2,2,0,1,0,0,False,True,5.0
8662,3,2,4,3,3,3,2,3,3,3,0,0,0,0,21,1,0,False,True,3.0
8663,5,4,4,5,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8664,5,4,3,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
8665,3,3,4,4,3,3,3,3,3,3,1,0,0,0,17,0,0,False,True,3.02
8666,4,3,4,4,3,4,4,4,4,4,3,0,0,0,5,0,0,False,True,3.96
8667,3,2,3,4,2,2,3,2,2,2,0,0,0,0,86,4,0,False,True,2.08
8668,2,2,2,2,2,2,2,2,2,2,0,0,0,0,84,8,0,False,True,2.06
8669,4,3,3,4,4,4,4,4,4,4,3,0,0,0,4,0,0,False,True,3.96
8670,3,2,4,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8671,4,2,3,4,3,3,4,3,3,4,0,0,0,0,17,0,0,False,True,3.3
8672,4,5,3,4,4,2,4,3,3,3,0,0,0,0,21,1,0,False,True,3.0
8673,4,4,3,4,3,4,4,4,4,4,3,0,0,0,14,0,0,False,True,3.96
8674,5,5,5,5,5,4,5,5,5,5,5,2,2,2,0,0,0,False,True,5.0
8675,3,2,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8676,4,2,3,5,4,4,5,4,4,5,0,0,0,0,4,0,0,False,True,4.2
8677,3,3,4,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8678,5,5,5,5,5,5,5,5,5,5,4,2,1,1,0,0,0,False,True,5.0
8679,5,4,4,4,5,4,4,4,4,4,3,1,0,0,3,0,0,False,True,3.99
8680,3,4,3,4,4,3,3,4,3,3,1,0,0,0,20,0,0,False,True,3.32
8681,5,4,5,5,5,5,5,5,5,5,7,4,3,0,1,0,0,False,True,5.0
8682,3,2,3,3,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
8683,4,4,3,4,4,4,4,4,4,4,2,1,0,0,2,0,0,False,True,3.97
8684,5,5,4,5,4,4,4,4,4,4,1,1,0,0,1,0,0,False,True,3.95
8685,4,3,3,4,3,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8686,3,2,3,4,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8687,3,3,2,2,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8688,2,2,2,2,2,2,2,2,2,3,0,0,0,0,110,6,0,True,True,2.37
8689,3,5,4,4,4,3,3,3,3,3,0,0,0,0,37,1,0,False,True,3.0
8690,4,4,4,4,4,4,5,4,4,5,0,0,0,0,5,0,0,False,True,4.2
8691,2,3,2,3,2,2,2,2,2,2,0,0,0,0,110,6,0,True,True,2.07
8692,4,5,3,3,4,3,4,4,4,4,1,1,0,0,5,0,0,False,True,3.95
8693,3,2,3,3,2,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
8694,3,2,4,4,2,3,2,2,2,2,0,0,0,0,74,10,1,False,True,2.0
8695,5,5,4,4,5,5,4,5,5,5,5,2,2,0,0,0,0,False,True,5.0
8696,5,5,4,4,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8697,2,3,2,2,3,2,2,2,2,2,0,0,0,0,128,10,1,True,True,2.0
8698,4,3,3,4,3,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
8699,4,4,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8700,2,2,2,3,2,2,2,3,2,2,0,0,0,0,102,5,0,True,True,2.38
8701,3,2,3,3,2,3,4,2,3,3,0,0,0,0,25,3,0,False,True,2.69
8702,4,3,3,5,4,3,3,3,3,3,1,0,0,0,28,0,0,False,True,3.02
8703,5,5,5,5,5,5,5,5,5,5,4,0,0,0,1,0,0,False,True,4.88
8704,4,3,4,4,3,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
8705,3,3,3,3,3,2,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
8706,4,4,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
8708,4,3,3,4,4,4,3,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8709,4,3,3,4,3,3,4,3,3,4,1,0,0,0,14,2,0,False,True,3.31
8710,4,4,3,4,4,3,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8711,4,5,3,4,4,3,4,4,4,4,2,0,0,0,8,1,0,False,True,3.94
8712,5,4,4,5,4,5,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
8713,3,2,3,4,3,4,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8714,4,3,3,4,3,3,4,3,3,4,1,0,0,0,7,0,0,False,True,3.32
8715,3,3,3,3,2,2,3,2,2,2,0,0,0,0,112,8,0,False,True,2.06
8716,2,4,2,3,2,2,2,2,2,2,0,0,0,0,64,4,0,False,True,2.08
8717,4,5,3,4,5,4,4,4,4,4,1,0,0,0,12,0,0,False,True,3.92
8718,2,3,2,3,3,2,2,2,2,2,0,0,0,0,117,1,0,False,True,2.1
8719,3,4,3,4,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
8720,2,2,2,2,2,2,2,2,2,2,0,0,0,0,97,7,0,False,True,2.06
8721,2,2,2,2,2,2,2,2,2,2,0,0,0,0,108,8,0,False,True,2.06
8722,3,2,3,3,2,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
8723,2,2,2,2,2,2,2,2,2,2,0,0,0,0,76,6,0,False,True,2.07
8725,4,2,3,4,3,3,4,3,3,3,0,0,0,0,36,1,0,False,True,3.0
8726,5,5,4,5,4,4,5,2,4,4,0,0,0,0,17,1,0,True,True,3.29
8727,3,3,3,3,3,3,3,3,3,3,0,0,0,0,31,2,0,False,True,2.99
8728,3,4,3,3,3,3,3,3,3,3,0,0,0,0,26,3,0,False,True,2.99
8729,3,3,4,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8731,4,2,4,5,3,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
8732,2,2,2,3,2,2,2,2,2,2,0,0,0,0,88,6,0,False,True,2.07
8733,3,5,3,3,3,2,2,2,2,2,0,0,0,0,123,4,0,False,True,2.08
8734,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
8735,4,5,3,3,4,3,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
8736,5,4,5,5,5,5,5,5,5,5,5,3,3,1,0,0,0,False,True,5.0
8737,3,4,3,3,3,3,2,3,3,3,0,0,0,0,35,0,0,False,True,3.0
8738,4,2,3,4,3,3,4,3,3,3,0,0,0,0,15,1,0,False,True,3.0
8739,4,4,4,4,4,4,4,4,4,4,3,0,0,0,5,0,0,False,True,3.96
8740,3,4,3,3,3,2,2,2,2,2,0,0,0,0,59,4,0,False,True,2.08
8741,4,3,4,4,4,4,4,4,4,4,3,0,0,0,6,0,0,False,True,3.96
8742,5,4,4,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
8743,5,5,5,5,5,5,4,5,5,4,7,3,1,0,0,0,0,False,True,4.7
8744,4,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
8745,2,2,2,2,2,2,2,2,2,2,0,0,0,0,107,6,0,True,True,2.07
8746,5,4,4,5,5,4,5,4,4,5,1,0,0,0,3,0,0,False,True,4.22
8747,4,3,4,4,3,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8748,2,2,2,3,2,2,2,2,2,2,0,0,0,0,97,7,0,False,True,2.06
8749,3,2,3,3,2,2,3,2,2,2,0,0,0,0,74,11,1,False,True,2.0
8750,3,3,3,4,3,3,3,3,3,3,0,0,0,0,36,0,0,False,True,3.0
8751,5,4,4,4,5,5,4,5,5,5,8,4,3,3,0,0,0,False,True,5.0
8752,4,3,4,5,3,4,4,4,4,4,1,1,0,0,7,0,0,False,True,3.95
8753,2,2,2,3,2,2,2,2,2,2,1,0,0,0,89,4,0,False,True,2.1
8754,3,2,3,3,3,2,4,3,3,3,0,0,0,0,15,1,0,False,True,3.0
8755,3,2,3,3,3,2,3,3,2,3,0,0,0,0,34,1,0,False,True,2.69
8756,5,5,4,5,5,5,5,5,5,5,4,1,0,0,2,0,0,False,True,4.91
8757,2,3,2,2,2,2,2,2,2,2,0,0,0,0,70,2,0,False,True,2.09
8758,3,4,3,3,2,2,3,2,2,3,0,0,0,0,61,1,0,False,True,2.4
8759,3,3,3,3,2,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
8760,3,3,4,4,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
8762,3,3,3,3,2,4,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
8763,3,2,3,3,2,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
8764,3,4,3,3,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
8765,5,4,4,4,5,4,5,5,5,5,6,2,1,0,0,0,0,False,True,5.0
8766,4,2,4,4,3,4,4,4,4,4,1,1,0,0,6,1,0,False,True,3.95
8767,5,4,4,4,4,5,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8768,3,2,4,3,3,4,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8769,3,3,3,3,3,3,2,3,3,3,0,0,0,0,28,2,0,False,True,2.99
8770,4,3,4,5,4,3,4,4,4,4,2,0,0,0,11,1,0,False,True,3.94
8771,5,5,5,5,5,5,5,5,5,5,5,3,1,1,0,0,0,False,True,5.0
8772,3,5,3,3,4,3,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
8773,2,2,3,3,2,2,2,2,2,2,0,0,0,0,87,5,0,False,True,2.08
8774,3,3,2,3,2,3,3,3,3,3,0,0,0,0,15,1,0,False,True,3.0
8775,3,2,4,4,2,4,2,2,3,3,0,0,0,0,21,0,0,False,True,2.7
8776,3,2,2,2,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
8777,2,2,2,3,2,2,2,2,2,2,0,0,0,0,124,10,1,True,True,2.0
8778,2,2,2,2,2,2,2,2,2,2,0,0,0,0,112,14,1,False,True,1.98
8779,4,2,3,4,3,4,4,4,4,4,2,0,0,0,1,0,0,False,True,3.94
8780,3,4,3,3,3,2,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
8781,5,4,5,5,4,5,5,5,5,5,6,4,3,0,0,0,0,False,True,5.0
8782,2,3,2,2,2,2,2,2,2,2,0,0,0,0,88,5,0,False,True,2.08
8783,5,4,5,5,4,5,5,5,5,5,3,0,0,0,1,0,0,False,True,4.86
8784,3,4,2,2,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
8785,4,4,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8786,3,3,3,3,3,4,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8787,5,4,4,5,5,5,5,5,5,5,5,2,2,1,0,0,0,False,True,5.0
8788,3,3,3,4,4,3,3,2,3,4,0,0,0,0,19,0,0,True,True,3.0
8789,4,4,4,5,4,3,4,4,4,4,2,1,0,0,6,1,0,False,True,3.96
8790,3,4,4,5,3,3,3,1,3,3,0,0,0,0,38,2,0,True,False,2.39
8791,4,2,4,5,3,4,4,3,4,4,1,0,0,0,11,2,0,False,True,3.61
8792,5,4,5,5,5,5,4,5,5,5,6,2,1,0,0,0,0,False,True,5.0
8793,4,3,3,4,3,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3.3
8794,2,2,2,2,2,2,2,2,3,2,0,0,0,0,120,12,1,True,True,2.29
8795,4,4,3,4,4,3,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8796,2,2,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,False,True,2.08
8797,3,3,4,4,3,3,3,3,3,3,0,0,0,0,40,0,0,False,True,3.0
8798,3,2,2,2,4,2,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8799,3,2,4,4,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8800,4,4,4,4,4,4,3,4,4,4,2,0,0,0,2,0,0,False,True,3.94
8801,2,3,2,3,2,2,3,2,2,2,0,0,0,0,145,11,1,True,True,2.0
8802,2,2,2,2,2,2,2,2,2,2,0,0,0,0,56,4,0,False,True,2.08
8803,2,3,2,2,3,2,2,2,2,2,0,0,0,0,153,10,1,True,True,2.0
8804,4,2,4,5,3,4,3,3,4,3,0,0,0,0,18,0,0,False,True,3.3
8805,3,5,3,3,4,3,3,4,3,3,1,0,0,0,20,1,0,False,True,3.31
8806,4,4,2,3,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
8807,3,3,3,3,3,3,3,3,3,3,0,0,0,0,18,1,0,False,True,3.0
8808,2,3,2,2,3,2,2,2,2,2,0,0,0,0,93,1,0,False,True,2.1
8809,5,4,4,5,5,5,5,5,5,5,8,3,2,0,0,0,0,False,True,5.0
8810,3,4,3,4,3,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
8811,3,2,3,4,2,3,3,3,3,3,1,0,0,0,26,1,0,False,True,3.02
8812,3,2,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8813,2,2,2,2,2,2,2,2,2,2,0,0,0,0,59,3,0,False,True,2.08
8814,3,2,2,2,2,3,2,2,2,2,0,0,0,0,81,5,0,False,True,2.08
8815,5,5,5,5,4,5,5,5,5,5,5,3,3,2,0,0,0,False,True,5.0
8816,4,5,4,4,4,4,3,4,4,4,2,0,0,0,10,0,0,False,True,3.94
8817,4,2,3,4,3,3,4,3,3,3,0,0,0,0,16,1,0,False,True,3.0
8818,4,4,4,5,5,3,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
8819,2,2,2,3,2,2,2,2,2,2,0,0,0,0,101,4,0,False,True,2.08
8820,4,4,4,4,5,3,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
8821,4,4,4,4,4,4,3,4,4,4,2,0,0,0,6,0,0,False,True,3.94
8822,3,4,3,3,4,3,2,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8823,4,2,4,4,3,3,3,3,3,3,0,0,0,0,16,1,0,False,True,3.0
8824,3,2,3,3,3,3,2,3,3,3,0,0,0,0,19,1,0,False,True,3.0
8825,2,2,2,2,2,2,2,2,2,2,0,0,0,0,153,8,0,True,True,2.06
8826,4,5,3,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8827,4,5,4,5,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8828,4,4,3,4,5,3,5,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8829,2,3,3,3,2,3,2,2,2,2,0,0,0,0,96,6,0,False,True,2.07
8830,3,4,3,3,3,2,2,2,3,2,0,0,0,0,63,4,0,True,True,2.38
8831,4,2,4,4,3,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
8832,4,3,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8833,2,3,2,2,2,2,2,2,2,2,0,0,0,0,69,3,0,False,True,2.08
8834,4,4,4,4,3,4,4,3,4,4,0,0,0,0,7,1,0,False,True,3.59
8835,4,3,4,4,4,4,4,4,2,5,0,0,0,0,11,2,0,True,True,3.59
8836,4,3,4,4,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
8837,2,2,2,2,2,2,2,2,2,2,0,0,0,0,62,5,0,False,True,2.08
8838,2,2,2,2,2,2,2,2,2,2,0,0,0,0,123,7,0,False,True,2.06
8839,3,3,4,4,3,4,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
8840,3,5,4,4,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
8841,4,3,5,5,3,4,4,4,4,4,0,0,0,0,13,0,0,False,True,3.9
8842,2,2,3,3,2,2,2,3,2,2,0,0,0,0,87,3,0,True,True,2.39
8843,3,3,4,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
8844,3,2,3,2,2,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8845,4,2,4,4,3,4,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8846,3,3,3,4,2,3,3,3,3,3,0,0,0,0,26,1,0,False,True,3.0
8847,3,4,4,4,3,3,3,3,3,3,0,0,0,0,34,1,0,False,True,3.0
8848,3,3,3,3,3,3,2,3,3,3,0,0,0,0,17,0,0,False,True,3.0
8849,3,2,3,3,2,2,3,2,2,3,0,0,0,0,65,1,0,True,True,2.4
8850,3,2,3,3,2,3,4,3,3,3,0,0,0,0,30,1,0,False,True,3.0
8851,3,3,4,4,2,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8853,3,4,3,4,3,3,3,3,3,3,1,0,0,0,12,0,0,False,True,3.02
8854,2,2,2,2,2,2,2,2,2,2,0,0,0,0,95,5,0,False,True,2.08
8855,3,2,3,3,2,3,4,3,3,3,0,0,0,0,18,0,0,False,True,3.0
8856,4,5,4,5,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
8857,2,2,2,3,2,2,3,2,2,2,0,0,0,0,106,5,0,False,True,2.08
8858,2,2,2,2,2,2,2,2,2,3,0,0,0,0,106,3,0,True,True,2.39
8859,3,5,3,3,3,2,2,2,2,2,0,0,0,0,75,7,0,False,True,2.06
8860,3,4,4,3,2,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
8861,3,2,3,3,2,2,3,3,2,2,0,0,0,0,98,7,0,True,True,2.37
8862,5,4,4,5,4,4,5,4,4,5,7,2,0,0,2,0,0,False,True,4.4
8863,4,3,4,4,5,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8864,3,3,3,3,3,4,3,3,4,3,0,0,0,0,11,0,0,False,True,3.3
8865,3,5,3,4,3,3,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
8866,5,3,4,5,5,4,5,4,4,5,2,0,0,0,3,0,0,False,True,4.24
8867,4,5,3,4,4,4,4,4,4,4,1,1,0,0,3,0,0,False,True,3.95
8868,2,2,2,2,2,2,2,2,2,2,0,0,0,0,86,2,0,False,True,2.09
8869,4,5,3,4,5,3,3,4,4,4,0,0,0,0,4,0,0,False,True,3.9
8870,2,2,3,3,2,3,2,2,2,2,0,0,0,0,93,5,0,False,True,2.08
8871,4,3,3,3,4,4,2,3,3,3,2,0,0,0,13,0,0,False,True,3.04
8872,2,3,2,2,2,2,2,1,2,2,0,0,0,0,144,13,1,True,False,1.69
8873,3,3,4,4,2,3,3,3,3,3,0,0,0,0,40,2,0,False,True,2.99
8874,3,4,3,5,3,3,3,3,3,3,1,0,0,0,9,0,0,False,True,3.02
8875,3,2,3,3,2,3,4,3,3,4,1,0,0,0,23,0,0,False,True,3.32
8876,4,3,3,3,4,4,5,4,4,5,2,0,0,0,5,0,0,False,True,4.24
8877,5,4,5,5,5,5,4,5,5,5,4,2,1,0,1,0,0,False,True,4.97
8878,2,2,2,2,2,2,2,2,2,2,0,0,0,0,108,5,0,False,True,2.08
8879,3,3,3,3,4,4,3,4,4,4,1,0,0,0,7,0,0,False,True,3.92
8880,5,5,4,5,5,5,5,5,5,5,2,1,0,0,2,0,0,False,True,4.87
8881,3,2,3,3,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
8882,5,4,4,5,4,5,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
8883,5,4,4,5,4,4,5,4,4,4,0,0,0,0,2,0,0,False,True,3.9
8884,5,4,3,4,4,4,5,4,4,4,1,0,0,0,3,0,0,False,True,3.92
8885,4,4,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8886,3,4,3,3,3,3,2,3,3,3,0,0,0,0,26,0,0,False,True,3.0
8887,4,3,4,3,3,4,4,4,4,4,0,0,0,0,17,0,0,False,True,3.9
8888,3,4,3,3,3,3,3,3,3,3,0,0,0,0,14,2,0,False,True,2.99
8889,2,2,2,2,2,2,2,2,2,3,0,0,0,0,76,6,0,True,True,2.37
8890,4,4,4,4,4,3,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8892,3,5,3,3,3,4,3,3,4,3,0,0,0,0,25,0,0,False,True,3.3
8893,4,2,4,4,3,4,4,3,4,4,0,0,0,0,11,0,0,False,True,3.6
8894,2,2,2,2,2,2,2,2,2,2,0,0,0,0,106,5,0,False,True,2.08
8895,4,4,3,4,4,4,4,4,4,4,1,0,0,0,14,0,0,False,True,3.92
8896,2,3,2,3,2,2,3,2,2,2,0,0,0,0,85,6,0,False,True,2.07
8897,2,3,2,2,2,2,2,2,2,2,0,0,0,0,91,6,0,False,True,2.07
8898,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8899,4,4,3,5,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
8900,2,2,2,2,2,2,2,2,2,2,0,0,0,0,105,6,0,False,True,2.07
8901,2,2,2,3,2,2,3,2,2,3,0,0,0,0,88,2,0,True,True,2.39
8902,5,4,4,4,5,5,4,5,5,5,5,2,1,1,0,0,0,False,True,5.0
8903,3,3,3,3,2,2,2,2,2,2,0,0,0,0,66,5,0,False,True,2.08
8904,4,2,4,5,4,3,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
8905,3,3,2,3,3,2,3,3,3,3,1,0,0,0,25,1,0,False,True,3.02
8906,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,2,0,False,True,2.09
8907,5,4,4,4,5,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8908,3,4,4,3,3,3,3,3,3,3,0,0,0,0,35,0,0,False,True,3.0
8909,2,2,2,2,2,2,2,2,2,2,0,0,0,0,88,1,0,False,True,2.1
8910,4,4,3,4,4,4,3,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8911,4,4,3,4,3,3,4,3,3,3,0,0,0,0,20,0,0,False,True,3.0
8912,3,4,3,3,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
8913,2,3,2,3,2,2,2,2,2,2,0,0,0,0,69,4,0,False,True,2.08
8914,4,5,3,4,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
8915,3,2,3,3,3,3,3,4,3,3,0,0,0,0,17,0,0,False,True,3.3
8916,5,4,5,5,4,5,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
8917,2,2,2,2,2,2,2,2,2,2,0,0,0,0,103,3,0,False,True,2.08
8918,5,5,4,5,5,4,5,5,5,5,6,3,1,0,0,0,0,False,True,5.0
8919,4,3,3,4,4,3,4,4,4,4,1,0,0,0,12,0,0,False,True,3.92
8920,3,3,4,4,3,3,3,3,3,3,0,0,0,0,19,1,0,False,True,3.0
8921,4,2,4,4,3,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
8922,2,2,2,2,2,2,2,2,2,2,0,0,0,0,85,1,0,False,True,2.1
8923,3,5,4,4,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
8924,3,5,4,3,4,3,2,3,3,3,0,0,0,0,27,0,0,False,True,3.0
8925,2,2,2,3,2,2,2,2,2,2,1,0,0,0,95,5,0,False,True,2.1
8926,5,5,5,5,5,4,5,5,5,5,4,1,1,1,1,0,0,False,True,4.99
8927,4,4,5,5,4,4,5,4,4,5,3,0,0,0,7,0,0,False,True,4.26
8928,5,5,5,5,5,4,5,5,5,5,6,3,2,1,0,0,0,False,True,5.0
8929,3,4,3,3,3,2,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
8930,2,3,2,2,2,2,2,2,2,2,0,0,0,0,44,1,0,False,True,2.1
8931,2,2,2,3,2,2,2,2,2,2,0,0,0,0,93,6,0,False,True,2.07
8932,4,4,4,5,3,4,4,4,4,4,3,0,0,0,6,0,0,False,True,3.96
8933,3,5,4,4,3,3,3,3,3,3,0,0,0,0,30,3,0,False,True,2.99
8934,4,4,4,4,3,4,4,3,4,4,1,0,0,0,11,0,0,False,True,3.62
8935,3,3,3,3,3,3,3,3,3,3,0,0,0,0,32,1,0,False,True,3.0
8936,5,4,3,4,5,4,4,5,4,4,3,0,0,0,5,0,0,False,True,4.26
8937,3,4,3,3,3,3,3,3,3,3,0,0,0,0,31,1,0,False,True,3.0
8938,4,4,3,4,3,3,4,3,3,3,0,0,0,0,25,0,0,False,True,3.0
8939,3,5,3,3,4,2,3,4,3,3,0,0,0,0,19,0,0,False,True,3.3
8940,4,4,3,4,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
8941,5,3,5,5,5,5,4,5,5,5,5,2,2,1,0,0,0,False,True,5.0
8942,3,2,3,3,2,4,2,3,3,3,0,0,0,0,23,0,0,False,True,3.0
8943,5,5,4,5,5,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
8944,4,5,3,4,4,4,4,4,4,4,4,1,0,0,5,0,0,False,True,4.01
8945,4,2,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
8946,3,3,3,4,2,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
8947,5,5,5,5,4,5,5,5,5,5,6,2,1,1,0,0,0,False,True,5.0
8948,2,2,2,2,2,2,2,2,3,2,0,0,0,0,84,5,0,True,True,2.38
8949,4,4,4,4,3,4,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
8950,3,2,3,4,3,2,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
8951,3,3,3,4,3,3,3,3,3,3,0,0,0,0,34,1,0,False,True,3.0
8952,2,2,2,2,2,2,2,2,2,2,0,0,0,0,94,10,1,False,True,2.0
8953,3,3,3,4,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
8954,3,3,4,4,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
